"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","BLR","Belarus","2016","2016",684980.00277,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",31534079.64286,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",31609072.53639,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",34286901.94003,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",35750611.35896,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",40759449.02381,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","BLR","Belarus","2011","2011",50446,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","BLR","Belarus","2012","2012",112687,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","BLR","Belarus","2013","2013",107259,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","BLR","Belarus","2014","2014",112206,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","BLR","Belarus","2015","2015",127193,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","BLR","Belarus","2016","2016",145154,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","USA","United States of America","2011","2011",20.13543,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","USA","United States of America","2012","2012",20.80432,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","USA","United States of America","2013","2013",19.87064,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","BLR","Belarus","2011","2011",31.15585,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","BLR","Belarus","2012","2012",36.82907,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","BLR","Belarus","2013","2013",26.09003,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","BLR","Belarus","2014","2014",29.45596,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","BLR","Belarus","2015","2015",29.58218,,
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","BLR","Belarus","2016","2016",31.67026,,
"EXPPPP_CONST_TA_CR_BARES","GERD - Current costs (sub-total) - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2011","2011",566366.84175,,
"EXPPPP_CONST_TA_CR_BARES","GERD - Current costs (sub-total) - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2013","2013",619151.109,,
"EXPPPP_CONST_TA_CR_BARES","GERD - Current costs (sub-total) - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2014","2014",494345.2551,,
"EXPPPP_CONST_TA_CR_BARES","GERD - Current costs (sub-total) - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2015","2015",351879.96305,,
"EXPPPP_CONST_TA_CR_BARES","GERD - Current costs (sub-total) - Basic research (in '000 PPP$, constant prices - 2005)","UKR","Ukraine","2016","2016",269175.46571,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","TUR","Turkey","2011","2011",7102392.23649,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","TUR","Turkey","2012","2012",7939754.36193,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","TUR","Turkey","2013","2013",8506126.72213,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","TUR","Turkey","2014","2014",9450107.29118,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","TUR","Turkey","2015","2015",10421340.45434,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","USA","United States of America","2011","2011",86146000,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","USA","United States of America","2012","2012",90571000,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","USA","United States of America","2013","2013",90629000,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","UKR","Ukraine","2011","2011",1685121.2,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","UKR","Ukraine","2013","2013",1873600,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","UKR","Ukraine","2014","2014",1660600,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","UKR","Ukraine","2015","2015",1706300,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","UKR","Ukraine","2016","2016",2450900,,
"EXPPPP_CUR_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",14613937.78362,,
"EXPPPP_CUR_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",14207264.75627,,
"EXPPPP_CUR_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",15395513.54337,,
"EXPPPP_CUR_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research (in '000 current PPP$)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",15137362.48003,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","USA","United States of America","2011","2011",428879000,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","USA","United States of America","2012","2012",433618000,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","USA","United States of America","2013","2013",453964000,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","USA","United States of America","2014","2014",475426000,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","USA","United States of America","2015","2015",495123000,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","USA","United States of America","2016","2016",509967000,,
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","USA","United States of America","2011","2011",269490000,,
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","USA","United States of America","2012","2012",271694000,,
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","USA","United States of America","2013","2013",285007000,,
"EXPPPP_CONST_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",11073176.04465,,
"EXPPPP_CONST_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",10961875.61675,,
"EXPPPP_CONST_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",11619780.93644,,
"EXPPPP_CONST_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 PPP$, constant prices - 2005)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",12571912.3111,,
"EXPP_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities %","UKR","Ukraine","2011","2011",11.7084,,
"EXPP_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities %","UKR","Ukraine","2013","2013",10.34901,"‡","UIS Estimation"
"EXPP_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities %","UKR","Ukraine","2014","2014",11.10714,,
"EXPP_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities %","UKR","Ukraine","2015","2015",14.38897,,
"EXPP_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities %","UKR","Ukraine","2016","2016",,"n","Magnitude nil or negligible"
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","BLR","Belarus","2011","2011",454965.59461,,
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","BLR","Belarus","2012","2012",458824.67858,,
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","BLR","Belarus","2013","2013",632663.62805,,
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","BLR","Belarus","2014","2014",452810.46303,,
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","BLR","Belarus","2015","2015",458520.37095,,
"EXPPPP_CUR_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 current PPP$)","BLR","Belarus","2016","2016",444519.55595,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",22264700,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",22178000,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",23837900,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",24969800,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",28427800,,
"22708","GERD - Current costs (sub-total) - Not specified activities (in '000 local currency)","UKR","Ukraine","2011","2011",1096492.2,,
"22708","GERD - Current costs (sub-total) - Not specified activities (in '000 local currency)","UKR","Ukraine","2013","2013",1127100,"‡","UIS Estimation"
"22708","GERD - Current costs (sub-total) - Not specified activities (in '000 local currency)","UKR","Ukraine","2014","2014",1120000,,
"22708","GERD - Current costs (sub-total) - Not specified activities (in '000 local currency)","UKR","Ukraine","2015","2015",1710000,,
"22708","GERD - Current costs (sub-total) - Not specified activities (in '000 local currency)","UKR","Ukraine","2016","2016",,"n","Magnitude nil or negligible"
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","BLR","Belarus","2011","2011",857007.04133,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","BLR","Belarus","2012","2012",941392.38358,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","BLR","Belarus","2013","2013",1060192.79002,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","BLR","Belarus","2014","2014",846663.34879,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","BLR","Belarus","2015","2015",832612.7463,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","BLR","Belarus","2016","2016",829652.90086,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","CPV","Cabo Verde","2011","2011",,"n","Magnitude nil or negligible"
"22701","GERD - Current costs (sub-total) (in '000 local currency)","SLV","El Salvador","2011","2011",5000,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","SLV","El Salvador","2012","2012",4617,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","SLV","El Salvador","2013","2013",11182.11158,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","SLV","El Salvador","2014","2014",13220.85084,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","SLV","El Salvador","2015","2015",15170,,
"21661","GERD - Basic research (in '000 local currency)","CPV","Cabo Verde","2011","2011",25370.80219,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","UGA","Uganda","2014","2014",56829.33432,,
"22708","GERD - Current costs (sub-total) - Not specified activities (in '000 local currency)","CPV","Cabo Verde","2011","2011",34700,,
"20600","GERD - Total (in '000 local currency)","NAM","Namibia","2014","2014",471733.834,,
"EXPP_TA_BARES","GERD - Basic research %","NLD","Netherlands","2011","2011",29.70785,,
"EXPP_TA_BARES","GERD - Basic research %","NLD","Netherlands","2012","2012",27.79728,,
"EXPP_TA_BARES","GERD - Basic research %","NLD","Netherlands","2013","2013",28.27618,,
"EXPP_TA_BARES","GERD - Basic research %","NLD","Netherlands","2014","2014",27.43375,,
"EXPP_TA_BARES","GERD - Basic research %","NLD","Netherlands","2015","2015",26.99859,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","CPV","Cabo Verde","2011","2011",62787.61725,,
"21661","GERD - Basic research (in '000 local currency)","GRC","Greece","2011","2011",412501,,
"21661","GERD - Basic research (in '000 local currency)","GRC","Greece","2013","2013",507500,,
"21661","GERD - Basic research (in '000 local currency)","GRC","Greece","2015","2015",611190,,
"20600","GERD - Total (in '000 local currency)","TGO","Togo","2012","2012",4414720.233,,
"20600","GERD - Total (in '000 local currency)","TGO","Togo","2014","2014",6021042,,
"21663","GERD - Experimental development (in '000 local currency)","CPV","Cabo Verde","2011","2011",,"n","Magnitude nil or negligible"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TGO","Togo","2012","2012",17201.52556,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TGO","Togo","2014","2014",22999.3499,,
"EXPP_TA_BARES","GERD - Basic research %","CPV","Cabo Verde","2011","2011",23.60774,,
"EXPP_TA_APPRES","GERD - Applied research %","TGO","Togo","2012","2012",26.23314,,
"EXPP_TA_APPRES","GERD - Applied research %","TGO","Togo","2014","2014",48.71052,,
"EXPP_TA_CR_BARES","GERD - Current costs (sub-total) - Basic research %","CPV","Cabo Verde","2011","2011",39.49045,,
"21663","GERD - Experimental development (in '000 local currency)","GRC","Greece","2011","2011",408111,,
"21663","GERD - Experimental development (in '000 local currency)","GRC","Greece","2013","2013",387700,,
"21663","GERD - Experimental development (in '000 local currency)","GRC","Greece","2015","2015",426290,,
"20600","GERD - Total (in '000 local currency)","CPV","Cabo Verde","2011","2011",107457,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","TGO","Togo","2012","2012",8120.96373,,
"EXPPPP_CONST_TA_BARES","GERD - Basic research (in '000 PPP$, constant prices - 2005)","TGO","Togo","2014","2014",11784.78697,,
"21661","GERD - Basic research (in '000 local currency)","NLD","Netherlands","2011","2011",3634844,,
"21661","GERD - Basic research (in '000 local currency)","NLD","Netherlands","2012","2012",3478167,,
"21661","GERD - Basic research (in '000 local currency)","NLD","Netherlands","2013","2013",3604095,,
"21661","GERD - Basic research (in '000 local currency)","NLD","Netherlands","2014","2014",3639872,,
"21661","GERD - Basic research (in '000 local currency)","NLD","Netherlands","2015","2015",3697670,,
"22707","GERD - Current costs (sub-total) - Experimental development (in '000 local currency)","CPV","Cabo Verde","2011","2011",,"n","Magnitude nil or negligible"
"EXPP_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development %","CPV","Cabo Verde","2011","2011",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","CPV","Cabo Verde","2011","2011",64.79307,,
"21663","GERD - Experimental development (in '000 local currency)","NLD","Netherlands","2011","2011",3672637,,
"21663","GERD - Experimental development (in '000 local currency)","NLD","Netherlands","2012","2012",3611440,,
"21663","GERD - Experimental development (in '000 local currency)","NLD","Netherlands","2013","2013",3292480,,
"21663","GERD - Experimental development (in '000 local currency)","NLD","Netherlands","2014","2014",3498669,,
"21663","GERD - Experimental development (in '000 local currency)","NLD","Netherlands","2015","2015",3883700,,
"EXPP_TA_ACTNS","GERD - Not specified activities %","TGO","Togo","2012","2012",,"n","Magnitude nil or negligible"
"EXPP_TA_ACTNS","GERD - Not specified activities %","TGO","Togo","2014","2014",0.04983,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","NLD","Netherlands","2011","2011",30.01673,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","NLD","Netherlands","2012","2012",28.86239,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","NLD","Netherlands","2013","2013",25.83138,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","NLD","Netherlands","2014","2014",26.3695,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","NLD","Netherlands","2015","2015",28.35689,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2011","2011",8850.13741,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2012","2012",7969.09046,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2013","2013",19227.54171,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2014","2014",22558.55454,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","SLV","El Salvador","2015","2015",25836.11204,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","UGA","Uganda","2014","2014",69542100,,
"21664","GERD - Not specified activities (in '000 local currency)","ISL","Iceland","2011","2011",1711400,,
"21664","GERD - Not specified activities (in '000 local currency)","ISL","Iceland","2013","2013",18200,,
"21664","GERD - Not specified activities (in '000 local currency)","ISL","Iceland","2014","2014",12100,,
"22707","GERD - Current costs (sub-total) - Experimental development (in '000 local currency)","GRC","Greece","2011","2011",332303,,
"21662","GERD - Applied research (in '000 local currency)","CPV","Cabo Verde","2011","2011",3535.97363,,
"21664","GERD - Not specified activities (in '000 local currency)","TGO","Togo","2012","2012",,"n","Magnitude nil or negligible"
"21664","GERD - Not specified activities (in '000 local currency)","TGO","Togo","2014","2014",3000,,
"21662","GERD - Applied research (in '000 local currency)","GRC","Greece","2011","2011",570548,,
"21662","GERD - Applied research (in '000 local currency)","GRC","Greece","2013","2013",570470,,
"21662","GERD - Applied research (in '000 local currency)","GRC","Greece","2015","2015",666340,,
"EXPPPP_CONST_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities (in '000 PPP$, constant prices - 2005)","CPV","Cabo Verde","2011","2011",635.84174,,
"EXPP_TA_ACTNS","GERD - Not specified activities %","ISL","Iceland","2011","2011",4.03395,,
"EXPP_TA_ACTNS","GERD - Not specified activities %","ISL","Iceland","2013","2013",0.05459,,
"EXPP_TA_ACTNS","GERD - Not specified activities %","ISL","Iceland","2014","2014",0.02995,,
"22708","GERD - Current costs (sub-total) - Not specified activities (in '000 local currency)","ISL","Iceland","2011","2011",988800,,
"22708","GERD - Current costs (sub-total) - Not specified activities (in '000 local currency)","ISL","Iceland","2013","2013",,"n","Magnitude nil or negligible"
"EXPP_TA_APPRES","GERD - Applied research %","NLD","Netherlands","2011","2011",40.27542,,
"EXPP_TA_APPRES","GERD - Applied research %","NLD","Netherlands","2012","2012",43.34033,,
"EXPP_TA_APPRES","GERD - Applied research %","NLD","Netherlands","2013","2013",45.89226,,
"EXPP_TA_APPRES","GERD - Applied research %","NLD","Netherlands","2014","2014",46.19674,,
"EXPP_TA_APPRES","GERD - Applied research %","NLD","Netherlands","2015","2015",44.64452,,
"22706","GERD - Current costs (sub-total) - Applied research (in '000 local currency)","CPV","Cabo Verde","2011","2011",3300,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","TGO","Togo","2012","2012",4414720.23299,,
"22701","GERD - Current costs (sub-total) (in '000 local currency)","TGO","Togo","2014","2014",6021042,,
"21661","GERD - Basic research (in '000 local currency)","TGO","Togo","2012","2012",2084221.122,,
"21661","GERD - Basic research (in '000 local currency)","TGO","Togo","2014","2014",3085161,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","CPV","Cabo Verde","2011","2011",,"n","Magnitude nil or negligible"
"EXPP_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research %","CPV","Cabo Verde","2011","2011",5.25478,,
"EXPP_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities %","CPV","Cabo Verde","2011","2011",55.25478,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","ISL","Iceland","2011","2011",11796.69223,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","ISL","Iceland","2013","2013",119.22785,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","ISL","Iceland","2014","2014",76.16506,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","NLD","Netherlands","2011","2011",3762538.67487,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","NLD","Netherlands","2012","2012",3648053.26804,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","NLD","Netherlands","2013","2013",3280961.00298,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","NLD","Netherlands","2014","2014",3481206.94272,,
"EXPPPP_CONST_TA_EXPDEV","GERD - Experimental development (in '000 PPP$, constant prices - 2005)","NLD","Netherlands","2015","2015",3833444.9885,,
"EXPPPP_CUR_TA_BARES","GERD - Basic research (in '000 current PPP$)","TGO","Togo","2012","2012",9288.66381,,
"EXPPPP_CUR_TA_BARES","GERD - Basic research (in '000 current PPP$)","TGO","Togo","2014","2014",13942.81033,,
"EXPPPP_CUR_TA_APPRES","GERD - Applied research (in '000 current PPP$)","GRC","Greece","2011","2011",800024.67879,,
"EXPPPP_CUR_TA_APPRES","GERD - Applied research (in '000 current PPP$)","GRC","Greece","2013","2013",903663.31583,,
"EXPPPP_CUR_TA_APPRES","GERD - Applied research (in '000 current PPP$)","GRC","Greece","2015","2015",1091800.43683,,
"EXPPPP_CUR_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities (in '000 current PPP$)","ISL","Iceland","2011","2011",7316.20672,,
"EXPPPP_CUR_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities (in '000 current PPP$)","ISL","Iceland","2013","2013",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","TGO","Togo","2012","2012",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","TGO","Togo","2014","2014",11.45949,,
"EXPPPP_CONST_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 PPP$, constant prices - 2005)","GRC","Greece","2011","2011",403190.31303,,
"EXPPPP_CUR_TA_ACTNS","GERD - Not specified activities (in '000 current PPP$)","CPV","Cabo Verde","2011","2011",1616.76592,,
"EXPPPP_CONST_TA_CR_EXPDEV","GERD - Current costs (sub-total) - Experimental development (in '000 PPP$, constant prices - 2005)","CPV","Cabo Verde","2011","2011",,"n","Magnitude nil or negligible"
"EXPPPP_CONST_TA_CR_BARES","GERD - Current costs (sub-total) - Basic research (in '000 PPP$, constant prices - 2005)","GRC","Greece","2011","2011",478268.20937,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","TGO","Togo","2012","2012",4512.50101,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","TGO","Togo","2014","2014",11203.10344,,
"EXPP_TA_CR_BARES","GERD - Current costs (sub-total) - Basic research %","GRC","Greece","2011","2011",31.44039,,
"EXPPPP_CONST_TA_ACTNS","GERD - Not specified activities (in '000 PPP$, constant prices - 2005)","CPV","Cabo Verde","2011","2011",1439.55616,,
"EXPPPP_CUR_TC_CURCST","GERD - Current costs (sub-total) (in '000 current PPP$)","UGA","Uganda","2014","2014",67235.88904,,
"22705","GERD - Current costs (sub-total) - Basic research (in '000 local currency)","CPV","Cabo Verde","2011","2011",24800,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","GRC","Greece","2011","2011",29.33611,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","GRC","Greece","2013","2013",26.45207,,
"EXPP_TA_EXPDEV","GERD - Experimental development %","GRC","Greece","2015","2015",25.01966,,
"EXPPPP_CUR_TA_BARES","GERD - Basic research (in '000 current PPP$)","CPV","Cabo Verde","2011","2011",522.12236,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CPV","Cabo Verde","2011","2011",1969.03879,,
"EXPPPP_CUR_TA_EXPDEV","GERD - Experimental development (in '000 current PPP$)","TGO","Togo","2012","2012",5224.8948,,
"EXPPPP_CUR_TA_EXPDEV","GERD - Experimental development (in '000 current PPP$)","TGO","Togo","2014","2014",,"n","Magnitude nil or negligible"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","NAM","Namibia","2014","2014",69022.54591,,
"EXPPPP_CUR_TA_CR_APPRES","GERD - Current costs (sub-total) - Applied research (in '000 current PPP$)","GRC","Greece","2011","2011",739321.86611,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","GRC","Greece","2011","2011",692258.04978,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","GRC","Greece","2013","2013",711472.63057,,
"EXPPPP_CONST_TA_APPRES","GERD - Applied research (in '000 PPP$, constant prices - 2005)","GRC","Greece","2015","2015",855309.83129,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","TGO","Togo","2012","2012",17201.52556,,
"EXPPPP_CONST_TC_CURCST","GERD - Current costs (sub-total) (in '000 PPP$, constant prices - 2005)","TGO","Togo","2014","2014",22999.3499,,
"21662","GERD - Applied research (in '000 local currency)","TGO","Togo","2012","2012",1158119.9268,,
"21662","GERD - Applied research (in '000 local currency)","TGO","Togo","2014","2014",2932881,,
"EXPPPP_CUR_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities (in '000 current PPP$)","CPV","Cabo Verde","2011","2011",714.11404,,
"EXPPPP_CUR_TA_BARES","GERD - Basic research (in '000 current PPP$)","GRC","Greece","2011","2011",578410.5457,,
"EXPPPP_CUR_TA_BARES","GERD - Basic research (in '000 current PPP$)","GRC","Greece","2013","2013",803914.54903,,
"EXPPPP_CUR_TA_BARES","GERD - Basic research (in '000 current PPP$)","GRC","Greece","2015","2015",1001436.96759,,
"EXPPPP_CONST_TA_CR_ACTNS","GERD - Current costs (sub-total) - Not specified activities (in '000 PPP$, constant prices - 2005)","ISL","Iceland","2011","2011",6815.80535,,
